,name,level,map_seed,quantity,rarity,pack_size,mods,lifeforce_quant,extra_harvest,harvest_additional_monster,harvest_duplicate_monsters,harvest_duplicate_lifeforce,harvest_t4_wilt,harvest_yellow_sextant,harvest_increased_t3,player_iiq,player_iir,delirium,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
471,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,216.0,vivid,46.85466377440348
472,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,190.0,vivid,41.214750542299356
473,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,242.0,vivid,52.4945770065076
474,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,182.0,vivid,39.47939262472885
475,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,96.0,vivid,20.82429501084599
476,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,262.0,vivid,56.832971800433846
477,MapWorldsDefiledCathedral,83,3733293849,189,92,40,"189% increased quantity of items found in this area
92% increased rarity of items found in this area
40% increased pack size
area is unidentified
area is corrupted",36,False,0,12,0,False,True,60,0,0,0,vivid,231,True,13,7,3,0,watcher,252.0,vivid,54.663774403470725
478,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,233,True,14,8,1,0,watcher,72.0,vivid,14.60446247464503
479,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,233,True,14,8,1,0,watcher,232.0,vivid,47.05882352941177
480,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,vivid,233,True,14,8,1,0,watcher,224.0,vivid,45.43610547667343
481,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,235,True,16,5,2,0,infestation queen,46.0,wild,9.330628803245437
482,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,235,True,16,5,2,0,infestation queen,186.0,wild,37.72819472616633
483,MapWorldsCrimsonTemple,83,2466092987,221,129,64,"area is inhabited by humanoids,
area contains 8 additional strongboxes
players cannot inflict exposure
monsters have 601% increased critical strike chance
+72% to monster critical strike multiplier
area contains two unique bosses.
area can contain breaches
slaying enemies close together can attract monsters from beyond this realm
area contains the sacred grove
area contains 2 additional breaches.
150% more divination cards found in area
lifeforce dropped by harvest monsters is duplicated
harvest monsters have 100% more life
harvests contain at least one crop of yellow plants
+40% monster chaos resistance
+64% monster elemental resistances,
monsters steal power, frenzy and endurance charges on hit
players have 64% less cooldown recovery rate
areas contain a mirror of delirium
strongbox monsters are enraged
strongbox monsters have 500% increased item quantity
strongboxes in area are corrupted
strongboxes in area are at least rare
221% increased quantity of items found in this area
129% increased rarity of items found in this area
64% increased pack size",36,False,0,12,0,False,True,60,0,0,0,wild,235,True,16,5,2,0,infestation queen,232.0,wild,47.05882352941177
